drug,cell_line_id,n_cells
ETC-206,CVCL_0546,13597
Idoxuridine,CVCL_0480,13583
Hydroxyfasudil,CVCL_0546,13580
Almonertinib (mesylate),CVCL_0359,13570
Furosemide,CVCL_0459,13558
Vinblastine (sulfate),CVCL_0546,13550
Ouabain (Octahydrate),CVCL_0459,13541
Demeclocycline,CVCL_0459,13527
Tirabrutinib (hydrochloride),CVCL_0334,13526
Berbamine (dihydrochloride),CVCL_1119,13524
Naproxen,CVCL_0399,13520
Cepharanthine,CVCL_0546,13507
Irinotecan (hydrochloride),CVCL_1119,13504
Binimetinib,CVCL_0293,13501
Cabozantinib (S-malate),CVCL_0459,13494
Phenylephrine (hydrochloride),CVCL_0480,13465
Irinotecan,CVCL_0459,13456
Flumatinib (mesylate),CVCL_0023,13454
venetoclax,CVCL_0546,13451
Acetohexamide,CVCL_0546,13448
Berbamine (dihydrochloride),CVCL_0399,13432
Atazanavir (sulfate),CVCL_0480,13429
Trametinib,CVCL_0359,13420
Gallic acid (hydrate),CVCL_0546,13405
Busulfan,CVCL_0546,13401
Dexamethasone,CVCL_0459,13394
Clobetasol propionate,CVCL_0546,13390
Dihydroartemisinin,CVCL_0546,13382
Ciclopirox,CVCL_0546,13377
Nevirapine,CVCL_0546,13375
Binimetinib,CVCL_0131,13371
Clopidogrel,CVCL_0334,13367
Fedratinib (hydrochloride hydrate),CVCL_0480,13358
Vandetanib,CVCL_0546,13351
Ritonavir,CVCL_0546,13349
Binimetinib,CVCL_0371,13343
Rapamycin,CVCL_0459,13341
Ouabain (Octahydrate),CVCL_0480,13341
Paclitaxel,CVCL_0399,13336
Mebendazole,CVCL_0480,13326
Loperamide (hydrochloride),CVCL_0480,13324
ML264,CVCL_0546,13322
Ixazomib citrate,CVCL_0546,13314
Temsirolimus,CVCL_0459,13302
Trifluridine,CVCL_0459,13271
Binimetinib,CVCL_1119,13269
Gefitinib,CVCL_1056,13255
PF-06260933,CVCL_0546,13241
Bimatoprost,CVCL_0546,13238
Methotrexate,CVCL_0480,13230
Pyridoxine,CVCL_0459,13217
Lucanthone,CVCL_0480,13215
Daidzin,CVCL_1119,13211
ML264,CVCL_0459,13201
Regorafenib,CVCL_0293,13199
Filgotinib,CVCL_0334,13177
Gefitinib,CVCL_0428,13168
APTO-253,CVCL_0546,13167
Trimetrexate,CVCL_0546,13167
Bimiralisib,CVCL_0546,13164
Afatinib,CVCL_1495,13163
Daidzin,CVCL_0399,13158
Docetaxel,CVCL_0546,13148
Indacaterol (maleate),CVCL_0480,13144
Entecavir (monohydrate),CVCL_0334,13144
Sivelestat (sodium tetrahydrate),CVCL_0480,13141
Levobupivacaine (hydrochloride),CVCL_0546,13138
Allopurinol,CVCL_1285,13136
Quinestrol,CVCL_1285,13123
venetoclax,CVCL_0459,13119
Verapamil,CVCL_0459,13115
Bexarotene,CVCL_0480,13105
Aprepitant,CVCL_0480,13096
Afatinib,CVCL_1517,13096
Bestatin (hydrochloride),CVCL_0480,13096
Berbamine (dihydrochloride),CVCL_0359,13092
Apalutamide,CVCL_0546,13084
Methyl aminolevulinate (hydrochloride),CVCL_0334,13069
Idarubicin (hydrochloride),CVCL_0546,13064
Radotinib,CVCL_0459,13060
Crizotinib (hydrochloride),CVCL_0480,13047
Artemether,CVCL_0334,13044
Berbamine (dihydrochloride),CVCL_1381,13043
Daptomycin,CVCL_0546,13028
Uridine,CVCL_1056,13022
γ-Oryzanol,CVCL_0480,13016
Regorafenib,CVCL_1056,13008
Vilanterol,CVCL_0546,13001
Cytarabine,CVCL_0023,12996
Brimonidine,CVCL_0334,12996
Esmolol (hydrochloride),CVCL_1285,12993
Cytarabine,CVCL_0293,12983
Voriconazole,CVCL_0480,12982
Ixazomib citrate,CVCL_0459,12981
Drospirenone,CVCL_0480,12980
Trametinib,CVCL_0131,12975
Belumosudil,CVCL_1381,12973
Azithromycin (hydrate),CVCL_0546,12973
Amsacrine,CVCL_0459,12970
ETC-206,CVCL_0459,12958
Proglumide,CVCL_0459,12948
Clonidine (hydrochloride),CVCL_0152,12946
Clonidine (hydrochloride),CVCL_0131,12945
Fulvestrant,CVCL_0334,12944
Hexylresorcinol,CVCL_0399,12932
Dapagliflozin,CVCL_1285,12917
Quinestrol,CVCL_0480,12911
BAY1125976,CVCL_0459,12899
Fumaric acid,CVCL_0359,12898
Nafamostat (mesylate),CVCL_0480,12894
Irinotecan (hydrochloride),CVCL_0399,12894
Afatinib,CVCL_0332,12892
L-Eflornithine (monohydrochloride),CVCL_0480,12871
Binimetinib,CVCL_1550,12860
Macitentan,CVCL_0546,12858
Benztropine (mesylate),CVCL_0480,12854
Ligustrazine,CVCL_0546,12846
Regorafenib,CVCL_0023,12838
Vismodegib,CVCL_0546,12833
Allantoin,CVCL_0459,12832
Topotecan (hydrochloride),CVCL_0399,12828
Trametinib,CVCL_1119,12827
Erlotinib,CVCL_0480,12822
Trametinib,CVCL_0399,12815
Artesunate,CVCL_0480,12810
Artesunate,CVCL_1285,12794
Pravastatin (sodium),CVCL_1381,12790
Trametinib (DMSO_TF solvate),CVCL_0480,12788
Irinotecan,CVCL_0546,12787
Benproperine (phosphate),CVCL_0546,12771
Binimetinib,CVCL_1381,12765
Vemurafenib,CVCL_0399,12761
Eplerenone,CVCL_0459,12758
Tomivosertib,CVCL_0546,12758
Ralimetinib dimesylate,CVCL_0546,12757
Valdecoxib,CVCL_0546,12754
Sinomenine,CVCL_0459,12752
Glasdegib,CVCL_0480,12747
Erythromycin,CVCL_0459,12746
Brivudine,CVCL_0546,12743
Ranolazine,CVCL_0480,12740
Medroxyprogesterone acetate,CVCL_0546,12726
4EGI-1,CVCL_0546,12717
Pioglitazone,CVCL_0480,12711
Almonertinib (mesylate),CVCL_1550,12711
Plicamycin,CVCL_0480,12708
LB-100,CVCL_0546,12691
Almonertinib (mesylate),CVCL_0293,12690
Chlorhexidine (diacetate),CVCL_0293,12688
Trametinib,CVCL_0023,12681
Belumosudil,CVCL_0023,12677
Almonertinib (mesylate),CVCL_0371,12673
Berbamine (dihydrochloride),CVCL_0023,12672
Uridine,CVCL_1693,12669
Pravastatin (sodium),CVCL_0023,12665
LY2090314,CVCL_0546,12642
Everolimus,CVCL_0293,12642
Fluvoxamine (maleate),CVCL_0459,12641
crizotinib,CVCL_0546,12638
Dapagliflozin,CVCL_0428,12633
Regorafenib,CVCL_1119,12631
APTO-253,CVCL_0459,12631
Tirabrutinib,CVCL_0480,12628
Tranilast,CVCL_0459,12628
Asciminib,CVCL_0480,12627
Tolcapone,CVCL_0480,12626
Canagliflozin (hemihydrate),CVCL_0334,12622
Altretamine,CVCL_0546,12612
Bicalutamide,CVCL_0334,12606
5-Fluorouracil,CVCL_0480,12599
Infigratinib,CVCL_0546,12595
Rifaximin,CVCL_0546,12592
Trimetrexate,CVCL_0459,12591
PF-06260933,CVCL_0459,12587
Harringtonine,CVCL_0480,12577
Regorafenib,CVCL_0334,12574
Tomivosertib,CVCL_0459,12563
Erythromycin,CVCL_0546,12557
Trametinib,CVCL_1550,12556
Fenofibrate,CVCL_0459,12537
Vitamin K4,CVCL_0480,12531
Cytarabine,CVCL_1381,12521
Perindopril (erbumine),CVCL_0428,12517
Goserelin (acetate),CVCL_1285,12508
Malotilate,CVCL_1285,12504
Resveratrol,CVCL_0459,12501
Berbamine,CVCL_1056,12489
Almonertinib (mesylate),CVCL_1495,12489
Omeprazole,CVCL_1285,12481
Tofacitinib,CVCL_0459,12474
Afatinib,CVCL_1731,12471
Tolcapone,CVCL_1285,12464
Daidzin,CVCL_1381,12463
Clonidine (hydrochloride),CVCL_0023,12463
Fostamatinib (disodium hexahydrate),CVCL_0480,12455
Goserelin (acetate),CVCL_0399,12449
Cinacalcet,CVCL_0480,12430
Flumatinib (mesylate),CVCL_1381,12430
Goserelin (acetate),CVCL_0480,12426
Oleic acid,CVCL_0546,12420
Arbutin,CVCL_0546,12417
Zileuton,CVCL_0480,12410
Brivudine,CVCL_0459,12409
Berbamine,CVCL_0131,12406
AT7519,CVCL_0459,12403
Clopidogrel,CVCL_1285,12402
Dihydroartemisinin,CVCL_0459,12399
Diphenhydramine,CVCL_0480,12392
Paclitaxel,CVCL_0293,12377
Almonertinib (mesylate),CVCL_0320,12361
Piroxicam,CVCL_1285,12358
Perindopril (erbumine),CVCL_1693,12348
Apalutamide,CVCL_0459,12338
Belinostat,CVCL_0546,12331
Tolcapone,CVCL_0399,12322
Vandetanib,CVCL_0480,12319
Topotecan (hydrochloride),CVCL_1056,12312
Flumatinib (mesylate),CVCL_0359,12306
9-ING-41,CVCL_0546,12302
Binimetinib,CVCL_0332,12294
Afatinib,CVCL_1635,12284
Sulfatinib,CVCL_0459,12281
Perindopril (erbumine),CVCL_1056,12260
Thymopentin,CVCL_0546,12257
Captopril,CVCL_0334,12239
Topotecan (hydrochloride),CVCL_1119,12229
Artesunate,CVCL_0399,12229
Malotilate,CVCL_0334,12226
Dexmedetomidine,CVCL_0459,12225
Benproperine (phosphate),CVCL_0459,12221
Berbamine,CVCL_0023,12213
Posaconazole,CVCL_0480,12212
Afatinib,CVCL_1547,12205
Rimonabant (Hydrochloride),CVCL_0480,12200
crizotinib,CVCL_0459,12200
Nevirapine,CVCL_0459,12197
Gefitinib,CVCL_1693,12195
Clonidine (hydrochloride),CVCL_1056,12190
Cyclosporin A,CVCL_0334,12189
Auranofin,CVCL_0546,12187
Gemfibrozil,CVCL_0480,12178
Lenalidomide (hemihydrate),CVCL_0546,12166
Trametinib,CVCL_0371,12163
Hexylresorcinol,CVCL_1285,12162
Almonertinib (mesylate),CVCL_0332,12160
Almonertinib (mesylate),CVCL_0504,12158
Panobinostat,CVCL_0480,12155
Daidzin,CVCL_0023,12153
Tirabrutinib (hydrochloride),CVCL_1285,12149
9-ING-41,CVCL_0459,12148
Capivasertib,CVCL_0546,12144
Gallic acid (hydrate),CVCL_0459,12141
Hydroxyfasudil,CVCL_0459,12139
5-Azacytidine,CVCL_0459,12130
Berberine (chloride hydrate),CVCL_0399,12126
Rosiglitazone,CVCL_0546,12120
Carbidopa (monohydrate),CVCL_0334,12114
Entecavir (monohydrate),CVCL_1285,12111
Gemcitabine,CVCL_0480,12107
Encorafenib,CVCL_0459,12081
Afatinib,CVCL_C466,12069
Estrone sulfate (potassium),CVCL_0480,12054
Trametinib,CVCL_0428,12052
Relugolix,CVCL_0399,12050
Omeprazole,CVCL_1693,12041
Ritonavir,CVCL_0459,12037
Monocrotaline,CVCL_0546,12034
Valdecoxib,CVCL_0459,12029
Ponatinib,CVCL_1285,12029
Mifepristone,CVCL_0546,12026
Cloxacillin (sodium),CVCL_0399,12022
Pravastatin (sodium),CVCL_0359,12021
Cytarabine,CVCL_0371,12017
Niclosamide (olamine),CVCL_0480,12014
Encorafenib,CVCL_0546,12012
Quinestrol,CVCL_0293,11992
Ataluren,CVCL_0428,11991
Mifepristone,CVCL_0459,11983
Acetohexamide,CVCL_0459,11983
Malotilate,CVCL_1056,11982
Belumosudil,CVCL_0359,11973
Regorafenib,CVCL_1693,11973
Pravastatin (sodium),CVCL_0371,11972
Belumosudil,CVCL_0371,11972
Entrectinib,CVCL_0480,11969
Bimatoprost,CVCL_0459,11963
Cytarabine,CVCL_0359,11957
Dorzolamide (hydrochloride),CVCL_0546,11954
Fumaric acid,CVCL_1550,11947
Berbamine,CVCL_0359,11935
Fumaric acid,CVCL_1495,11926
Dapagliflozin,CVCL_1693,11921
Larotrectinib,CVCL_0546,11919
Abiraterone acetate,CVCL_0334,11914
Binimetinib,CVCL_0320,11913
Chlorhexidine (diacetate),CVCL_0023,11906
Tubulin inhibitor 6,CVCL_0459,11898
Brimonidine,CVCL_1285,11897
Binimetinib,CVCL_0504,11893
Idarubicin (hydrochloride),CVCL_0459,11890
Artemether,CVCL_1285,11883
Ivabradine (hydrochloride),CVCL_0459,11882
Tazarotene,CVCL_0480,11879
Filgotinib,CVCL_1693,11879
Cloxacillin (sodium),CVCL_1285,11873
Pravastatin (sodium),CVCL_1550,11872
Torkinib,CVCL_0546,11871
Triamcinolone,CVCL_0459,11871
Filgotinib,CVCL_1285,11867
Tolmetin,CVCL_0480,11860
(S)-Crizotinib,CVCL_0480,11858
Naproxen,CVCL_0023,11857
Berbamine,CVCL_0293,11851
Everolimus,CVCL_1285,11841
Naproxen,CVCL_1381,11840
Vinblastine (sulfate),CVCL_0459,11821
Belumosudil,CVCL_1550,11808
Everolimus,CVCL_0480,11805
Oleic acid,CVCL_0459,11801
Docetaxel,CVCL_0459,11800
Rosiglitazone,CVCL_0459,11797
LB-100,CVCL_0459,11796
Infigratinib,CVCL_0459,11794
Binimetinib,CVCL_0152,11793
Regorafenib,CVCL_0371,11792
Capivasertib,CVCL_0459,11787
Vemurafenib,CVCL_0293,11787
Chlorhexidine (diacetate),CVCL_0131,11782
Gemcitabine,CVCL_1517,11771
Oxaprozin,CVCL_0459,11768
Carbamazepine,CVCL_0546,11768
Fumaric acid,CVCL_0371,11751
Dorzolamide (hydrochloride),CVCL_0459,11747
Daptomycin,CVCL_0459,11747
Aspirin,CVCL_0480,11743
Afatinib,CVCL_1666,11740
Cytarabine,CVCL_0320,11740
Belumosudil,CVCL_0293,11740
Ropivacaine (hydrochloride monohydrate),CVCL_0459,11729
Darolutamide,CVCL_0334,11729
Sacubitril/Valsartan,CVCL_0480,11723
Osimertinib (mesylate),CVCL_0480,11719
Clonidine (hydrochloride),CVCL_0359,11718
Aliskiren,CVCL_0399,11705
Daidzin,CVCL_0359,11696
Irinotecan (hydrochloride),CVCL_0023,11693
Afatinib,CVCL_0292,11691
Ataluren,CVCL_1056,11686
Lipoic acid,CVCL_0399,11685
Regorafenib,CVCL_0152,11685
Anethole trithione,CVCL_0399,11680
Flumatinib (mesylate),CVCL_1550,11675
Relugolix,CVCL_0480,11675
Cytarabine,CVCL_0504,11673
Orlistat,CVCL_0546,11654
Belumosudil,CVCL_0320,11649
Entecavir (monohydrate),CVCL_1056,11649
Gemcitabine,CVCL_0152,11647
Pravastatin (sodium),CVCL_1495,11645
Trametinib,CVCL_1693,11643
Fulvestrant,CVCL_1285,11642
4EGI-1,CVCL_0459,11640
Bicalutamide,CVCL_1285,11638
18β-Glycyrrhetinic acid,CVCL_0546,11636
ERK5-IN-2,CVCL_0546,11632
Malotilate,CVCL_0428,11623
Oxaprozin,CVCL_0546,11622
Cytarabine,CVCL_1550,11608
Topotecan (hydrochloride),CVCL_0023,11607
Sunitinib,CVCL_0546,11592
Rutin (trihydrate),CVCL_0480,11586
Gemcitabine,CVCL_1285,11586
Binimetinib,CVCL_1517,11585
Trametinib,CVCL_1517,11585
Fumaric acid,CVCL_0504,11582
Artesunate,CVCL_0131,11582
MK-8353,CVCL_0459,11571
Berberine (chloride hydrate),CVCL_1285,11564
Pexidartinib (hydrochloride),CVCL_0480,11559
Regorafenib,CVCL_0428,11550
Bestatin,CVCL_0480,11548
Fusidic acid,CVCL_0399,11546
Ponatinib,CVCL_0428,11543
Canagliflozin (hemihydrate),CVCL_1285,11540
Everolimus,CVCL_1517,11539
Levobupivacaine (hydrochloride),CVCL_0459,11530
Riluzole hydrochloride,CVCL_0399,11525
LY2090314,CVCL_0459,11524
Sulfisoxazole,CVCL_0480,11524
Mitoxantrone (dihydrochloride),CVCL_0546,11520
Cytarabine (hydrochloride),CVCL_0459,11515
Berberine (chloride hydrate),CVCL_0480,11515
Almonertinib (mesylate),CVCL_1731,11515
Berbamine,CVCL_0152,11508
Fumaric acid,CVCL_0320,11504
Cloxacillin (sodium),CVCL_0480,11500
Busulfan,CVCL_0459,11491
L-Thyroxine (sodium salt pentahydrate),CVCL_0546,11487
Quinestrol,CVCL_0023,11485
Darinaparsin,CVCL_0459,11477
Baicalin,CVCL_0399,11477
Drospirenone,CVCL_0334,11475
Relugolix,CVCL_1285,11473
Flutamide,CVCL_0480,11472
Flumatinib (mesylate),CVCL_0293,11471
Gemfibrozil,CVCL_1285,11469
Capmatinib,CVCL_0546,11463
Gallic acid,CVCL_0480,11455
Fumaric acid,CVCL_0293,11455
Almonertinib (mesylate),CVCL_0131,11450
MK-8353,CVCL_0546,11448
Almonertinib (hydrochloride),CVCL_0546,11443
Citalopram (hydrobromide),CVCL_0334,11442
Rucaparib (phosphate),CVCL_0334,11441
Piroxicam,CVCL_0334,11439
Terfenadine,CVCL_0399,11433
Quinestrol,CVCL_0131,11430
Balsalazide (sodium hydrate),CVCL_0399,11423
Regorafenib,CVCL_1550,11421
Finasteride,CVCL_0546,11416
DT-061,CVCL_0546,11413
Artesunate,CVCL_0023,11412
Darolutamide,CVCL_1285,11411
Omeprazole (sodium),CVCL_0334,11406
Ivermectin,CVCL_0480,11405
Pravastatin (sodium),CVCL_0320,11404
Tofacitinib (citrate),CVCL_0459,11403
Esmolol (hydrochloride),CVCL_1693,11384
Trametinib,CVCL_0152,11383
Esmolol (hydrochloride),CVCL_1056,11376
Ponatinib,CVCL_1693,11369
Clopidogrel,CVCL_1056,11366
Elagolix sodium,CVCL_0459,11365
Monocrotaline,CVCL_0459,11365
Clonidine (hydrochloride),CVCL_0293,11364
Carbidopa (monohydrate),CVCL_1285,11362
Gallic acid,CVCL_1285,11355
Hexylresorcinol,CVCL_0480,11348
Lactate (calcium),CVCL_0480,11346
Gallic acid,CVCL_0399,11340
Ralimetinib dimesylate,CVCL_0459,11339
Pravastatin (sodium),CVCL_0293,11327
Goserelin (acetate),CVCL_0131,11327
Naproxen,CVCL_0359,11324
Sildenafil,CVCL_0480,11324
Regorafenib,CVCL_0131,11323
Baicalin,CVCL_0480,11318
Naproxen,CVCL_1550,11316
Chlorhexidine (diacetate),CVCL_0152,11316
Berbamine (dihydrochloride),CVCL_0504,11308
Allopurinol,CVCL_0428,11306
Neratinib,CVCL_0480,11303
Clobetasol propionate,CVCL_0459,11272
Rifaximin,CVCL_0459,11265
Tirabrutinib (hydrochloride),CVCL_0428,11265
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_0399,11262
ERK5-IN-2,CVCL_0459,11254
Retinoic acid,CVCL_0399,11254
Afatinib,CVCL_0069,11246
Darolutamide,CVCL_0428,11244
Neratinib (maleate),CVCL_0480,11244
Allopurinol,CVCL_1056,11240
Baicalin,CVCL_1285,11236
Fingolimod (hydrochloride),CVCL_0480,11226
Harringtonine,CVCL_0334,11225
Folic acid,CVCL_0399,11224
DMSO_TF,CVCL_1125,11219
Mozavaptan,CVCL_0546,11207
Lipoic acid,CVCL_0480,11197
Macitentan,CVCL_0459,11195
Belumosudil,CVCL_1495,11195
Bentamapimod,CVCL_0459,11192
Pyridoxine (hydrochloride),CVCL_0399,11185
Bexarotene,CVCL_0334,11181
Methylthiouracil,CVCL_0023,11180
Trametinib,CVCL_1381,11176
Pentoxifylline,CVCL_1285,11174
Binimetinib,CVCL_1731,11171
Ciclopirox,CVCL_0459,11170
Cytarabine,CVCL_1478,11168
Folic acid,CVCL_1285,11164
Dexamethasone,CVCL_0480,11153
Citalopram (hydrobromide),CVCL_1285,11150
Chlorhexidine (diacetate),CVCL_1056,11149
Eplerenone,CVCL_0480,11144
Vismodegib,CVCL_0459,11134
Methyl aminolevulinate (hydrochloride),CVCL_1285,11133
Anastrozole,CVCL_0399,11130
Phenytoin (sodium),CVCL_0546,11126
Cepharanthine,CVCL_0459,11124
Lipoic acid,CVCL_1285,11118
Cabozantinib (S-malate),CVCL_0480,11113
Dexmedetomidine,CVCL_0480,11110
Lopinavir,CVCL_0480,11108
Binimetinib,CVCL_0397,11106
Imiquimod (hydrochloride),CVCL_0480,11098
Almonertinib (mesylate),CVCL_1478,11096
Peretinoin,CVCL_0546,11093
Dapagliflozin,CVCL_1056,11088
Pravastatin (sodium),CVCL_0131,11087
Irinotecan (hydrochloride),CVCL_0359,11083
Fusidic acid,CVCL_0480,11082
Homoharringtonine,CVCL_0459,11078
Indacaterol (maleate),CVCL_0334,11076
Pimozide,CVCL_0546,11073
Paclitaxel,CVCL_1285,11073
Futibatinib,CVCL_0546,11070
Pasireotide (acetate),CVCL_0399,11069
Flumatinib (mesylate),CVCL_0371,11069
Piroxicam,CVCL_0428,11066
Ligustrazine,CVCL_0459,11061
Cytarabine,CVCL_0131,11060
Captopril,CVCL_1285,11057
Daptomycin,CVCL_0480,11046
Volasertib,CVCL_0459,11038
Pentamidine (isethionate),CVCL_0480,11035
Roxadustat,CVCL_0546,11035
Volasertib,CVCL_0546,11035
Cysteamine (hydrochloride),CVCL_0399,11032
Sunitinib,CVCL_0459,11028
Irinotecan (hydrochloride),CVCL_1550,11024
Flumatinib (mesylate),CVCL_1495,11016
Artesunate,CVCL_0152,11013
Bentamapimod,CVCL_0546,11010
Bicalutamide,CVCL_1693,11009
Fluvoxamine,CVCL_0459,11008
Binimetinib,CVCL_1717,11000
Adenine,CVCL_0399,11000
Anethole trithione,CVCL_1285,10997
Azithromycin (hydrate),CVCL_0459,10997
Filgotinib,CVCL_1056,10994
Regorafenib,CVCL_0504,10984
Berbamine (dihydrochloride),CVCL_1495,10984
Goserelin (acetate),CVCL_0152,10984
Ixazomib,CVCL_0546,10981
Ornidazole,CVCL_1693,10981
Glasdegib,CVCL_1693,10978
Omeprazole,CVCL_1056,10971
Carbamazepine,CVCL_0459,10970
Esmolol (hydrochloride),CVCL_0428,10965
Panobinostat,CVCL_0334,10960
Quinestrol,CVCL_0152,10960
Tranilast,CVCL_0480,10955
γ-Oryzanol,CVCL_0334,10952
Fumaric acid,CVCL_0131,10950
Raltitrexed,CVCL_0399,10943
GSK1059615,CVCL_0546,10943
Abiraterone acetate,CVCL_1285,10937
Ornidazole,CVCL_0334,10932
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_1285,10930
Belumosudil,CVCL_0131,10924
Clopidogrel,CVCL_0428,10921
Tolcapone,CVCL_0293,10919
Ribociclib,CVCL_0334,10911
Rucaparib (phosphate),CVCL_1285,10905
Cyclosporin A,CVCL_1285,10901
Lumateperone (tosylate),CVCL_1285,10898
Talc,CVCL_0480,10888
Thymol,CVCL_0546,10879
Lumateperone (tosylate),CVCL_0480,10877
Naproxen,CVCL_0371,10877
Crizotinib (hydrochloride),CVCL_0334,10874
Cilostazol,CVCL_0480,10872
Fusidic acid,CVCL_1285,10869
Tirabrutinib,CVCL_1693,10868
Vemurafenib,CVCL_1285,10866
Ivabradine (hydrochloride),CVCL_0480,10864
Pentamidine (isethionate),CVCL_1285,10863
Binimetinib,CVCL_1478,10860
Hexylresorcinol,CVCL_0131,10858
Tirabrutinib (hydrochloride),CVCL_1056,10858
Pravastatin (sodium),CVCL_0332,10854
Neratinib (maleate),CVCL_1285,10848
Cytarabine,CVCL_1495,10846
Doxycycline (monohydrate),CVCL_0546,10837
Almonertinib (mesylate),CVCL_1717,10832
Clonidine (hydrochloride),CVCL_0504,10830
Anethole trithione,CVCL_0480,10825
Tolcapone,CVCL_0131,10824
Pentoxifylline,CVCL_1056,10824
Regorafenib,CVCL_1381,10821
Rimonabant,CVCL_1285,10820
Belumosudil (mesylate),CVCL_0546,10820
Voriconazole,CVCL_0334,10819
Nimesulide,CVCL_0546,10817
Rucaparib (phosphate),CVCL_0428,10814
Fumaric acid,CVCL_0332,10807
Ponatinib,CVCL_1056,10806
Artemether,CVCL_1056,10805
Sulfisoxazole,CVCL_1285,10805
Acetazolamide,CVCL_0480,10794
Clonidine (hydrochloride),CVCL_1097,10793
Regorafenib,CVCL_0320,10792
Almonertinib (mesylate),CVCL_1635,10786
Gemfibrozil,CVCL_0399,10779
Almonertinib (mesylate),CVCL_0152,10779
Ipatasertib,CVCL_0546,10777
Terfenadine,CVCL_0480,10776
Diammonium Glycyrrhizinate,CVCL_0480,10775
Omeprazole,CVCL_0428,10772
Methylthiouracil,CVCL_0359,10772
Abiraterone acetate,CVCL_0428,10772
Goserelin (acetate),CVCL_0023,10770
Berbamine (dihydrochloride),CVCL_1550,10766
Berbamine (dihydrochloride),CVCL_0371,10765
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_0480,10763
Clonidine (hydrochloride),CVCL_1517,10762
Ouabain (Octahydrate),CVCL_0334,10760
Paclitaxel,CVCL_0152,10759
Almonertinib (mesylate),CVCL_1097,10758
Larotrectinib sulfate,CVCL_0480,10750
Bestatin (hydrochloride),CVCL_0334,10748
Trametinib,CVCL_1717,10740
Fedratinib (hydrochloride hydrate),CVCL_0334,10740
Neratinib (maleate),CVCL_0399,10740
AZD1390,CVCL_0546,10740
Dimethyl fumarate,CVCL_0334,10735
Quinidine (15% dihydroquinidine),CVCL_0480,10734
Chlorhexidine (diacetate),CVCL_0359,10731
(R)-Verapamil (hydrochloride),CVCL_0399,10722
Budesonide,CVCL_0480,10722
Edoxaban (tosylate monohydrate),CVCL_0334,10718
Brimonidine,CVCL_1056,10715
Almonertinib (mesylate),CVCL_0397,10703
Cytarabine,CVCL_0152,10693
Everolimus,CVCL_0131,10693
Pyridoxine (hydrochloride),CVCL_1285,10691
Brimonidine,CVCL_0428,10680
Regorafenib,CVCL_0359,10680
Trametinib,CVCL_0504,10677
DTP3,CVCL_0480,10677
Captopril,CVCL_0428,10677
Arbutin,CVCL_0459,10668
Folic acid,CVCL_0480,10662
Lumateperone (tosylate),CVCL_0399,10658
Procainamide (hydrochloride),CVCL_0546,10656
Belinostat,CVCL_0480,10652
(R)-Verapamil (hydrochloride),CVCL_1285,10644
Bosentan (hydrate),CVCL_0459,10640
Gallic acid,CVCL_0131,10635
Cytarabine,CVCL_1717,10632
Fenofibrate,CVCL_0480,10631
Hesperidin,CVCL_0546,10631
Gemcitabine,CVCL_0371,10630
Phenylephrine (hydrochloride),CVCL_0334,10626
Pentoxifylline,CVCL_0428,10625
Everolimus,CVCL_0152,10615
Bendamustine,CVCL_0546,10610
Delamanid,CVCL_0334,10609
Trametinib,CVCL_0320,10590
Larotrectinib,CVCL_0459,10590
Belumosudil,CVCL_1717,10588
(R)-Verapamil (hydrochloride),CVCL_0480,10586
Artemether,CVCL_0428,10582
Filgotinib,CVCL_0428,10581
Sonidegib,CVCL_0546,10576
Hexylresorcinol,CVCL_0293,10576
Pioglitazone,CVCL_0334,10572
BI-78D3,CVCL_0546,10570
Balsalazide (sodium hydrate),CVCL_1285,10570
Medroxyprogesterone acetate,CVCL_0459,10569
Sulfisoxazole,CVCL_0399,10565
Tadalafil,CVCL_0480,10558
Hesperidin,CVCL_0459,10554
Gemfibrozil,CVCL_0131,10554
Berbamine,CVCL_0504,10547
Balsalazide (sodium hydrate),CVCL_0480,10545
Pentagastrin,CVCL_0399,10545
Flumatinib (mesylate),CVCL_0320,10544
Norepinephrine (hydrochloride),CVCL_0480,10543
Relugolix,CVCL_0152,10537
Orlistat,CVCL_0459,10528
Vortioxetine,CVCL_0480,10528
Vemurafenib,CVCL_0480,10515
Gemcitabine,CVCL_0131,10508
Thymopentin,CVCL_0459,10508
Carbidopa (monohydrate),CVCL_0428,10505
Benztropine (mesylate),CVCL_0334,10505
Berberine (chloride hydrate),CVCL_0293,10496
Cytarabine,CVCL_1097,10495
Darolutamide,CVCL_1056,10495
Elimusertib hydrochloride,CVCL_0546,10494
Loperamide (hydrochloride),CVCL_0334,10490
Canagliflozin (hemihydrate),CVCL_1056,10489
Cytarabine,CVCL_0332,10479
Vemurafenib,CVCL_0152,10478
Quinestrol,CVCL_1056,10478
Berberine (chloride hydrate),CVCL_0131,10467
Methylprednisolone succinate,CVCL_0546,10467
Goserelin (acetate),CVCL_0359,10466
Zileuton,CVCL_0334,10465
Piroxicam,CVCL_1056,10463
Fumaric acid,CVCL_1731,10462
DT-061,CVCL_0459,10458
Pravastatin (sodium),CVCL_0504,10454
Cytarabine,CVCL_0292,10453
Relugolix,CVCL_0131,10449
Tirabrutinib,CVCL_0334,10445
Lucanthone,CVCL_0334,10443
